"GEO_ID","id"
"S2702_C01_098M","Margin of Error!!Total!!HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)!!Total household population!!Median household income of householders"
"S2702_C01_099E","Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C01_099M","Margin of Error!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C01_100E","Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 50 percent of the poverty level"
"S2702_C01_100M","Margin of Error!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 50 percent of the poverty level"
"S2702_C01_101E","Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!50 to 99 percent of the poverty level"
"S2702_C01_101M","Margin of Error!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!50 to 99 percent of the poverty level"
"S2702_C01_102E","Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S2702_C01_102M","Margin of Error!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S2702_C01_103E","Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!150 to 199 percent of the poverty level"
"S2702_C01_103M","Margin of Error!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!150 to 199 percent of the poverty level"
"S2702_C01_104E","Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!200 to 299 percent of the poverty level"
"S2702_C01_104M","Margin of Error!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!200 to 299 percent of the poverty level"
"S2702_C01_105E","Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!At or above 300 percent of the poverty level"
"S2702_C01_105M","Margin of Error!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!At or above 300 percent of the poverty level"
"S2702_C02_001E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population"
"S2702_C02_001M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population"
"S2702_C02_002E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Under 19 years"
"S2702_C02_002M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Under 19 years"
"S2702_C02_003E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Under 19 years!!Under 6 years"
"S2702_C02_003M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Under 19 years!!Under 6 years"
"S2702_C02_004E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Under 19 years!!6 to 18 years"
"S2702_C02_004M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Under 19 years!!6 to 18 years"
"S2702_C02_005E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years"
"S2702_C02_005M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years"
"S2702_C02_006E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!19 to 25 years"
"S2702_C02_006M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!19 to 25 years"
"S2702_C02_007E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!26 to 34 years"
"S2702_C02_007M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!26 to 34 years"
"S2702_C02_008E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!35 to 44 years"
"S2702_C02_008M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!35 to 44 years"
"S2702_C02_009E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!45 to 54 years"
"S2702_C02_009M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!45 to 54 years"
"S2702_C02_010E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!55 to 64 years"
"S2702_C02_010M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!19 to 64 years!!55 to 64 years"
"S2702_C02_011E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!65 years and older"
"S2702_C02_011M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!65 years and older"
"S2702_C02_012E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!65 years and older!!65 to 74 years"
"S2702_C02_012M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!65 years and older!!65 to 74 years"
"S2702_C02_013E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!65 years and older!!75 years and older"
"S2702_C02_013M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!65 years and older!!75 years and older"
"S2702_C02_014E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Median age (years)"
"S2702_C02_014M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!AGE!!Median age (years)"
"S2702_C02_015E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!SEX!!Male"
"S2702_C02_015M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!SEX!!Male"
"S2702_C02_016E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!SEX!!Female"
"S2702_C02_016M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!SEX!!Female"
"S2702_C02_017E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C02_017M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C02_018E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C02_018M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C02_019E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C02_019M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C02_020E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C02_020M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C02_021E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C02_021M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C02_022E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C02_022M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C02_023E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C02_023M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C02_024E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C02_024M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C02_025E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race)"
"S2702_C02_025M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race)"
"S2702_C02_026E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S2702_C02_026M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S2702_C02_027E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C02_027M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C02_028E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C02_028M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C02_029E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C02_029M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C02_030E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C02_030M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C02_031E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!DISABILITY STATUS!!With a disability"
"S2702_C02_031M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!DISABILITY STATUS!!With a disability"
"S2702_C02_032E","Estimate!!Total Uninsured!!Total civilian noninstitutionalized population!!DISABILITY STATUS!!No disability"
"S2702_C02_032M","Margin of Error!!Total Uninsured!!Total civilian noninstitutionalized population!!DISABILITY STATUS!!No disability"
"S2702_C02_033E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C02_033M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C02_034E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Same house"
"S2702_C02_034M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Same house"
"S2702_C02_035E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S."
"S2702_C02_035M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S."
"S2702_C02_036E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Same county"
"S2702_C02_036M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Same county"
"S2702_C02_037E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Different county"
"S2702_C02_037M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Different county"
"S2702_C02_038E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Different county!!Same state"
"S2702_C02_038M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Different county!!Same state"
"S2702_C02_039E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Different county!!Different state"
"S2702_C02_039M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Different House in the U.S.!!Different county!!Different state"
"S2702_C02_040E","Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Abroad"
"S2702_C02_040M","Margin of Error!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over!!Abroad"
"S2702_C02_041E","Estimate!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C02_041M","Margin of Error!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C02_042E","Estimate!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Less than high school graduate"
"S2702_C02_042M","Margin of Error!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Less than high school graduate"
"S2702_C02_043E","Estimate!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!High school graduate (includes equivalency)"
"S2702_C02_043M","Margin of Error!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!High school graduate (includes equivalency)"
"S2702_C02_044E","Estimate!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Some college or associate's degree"
"S2702_C02_044M","Margin of Error!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Some college or associate's degree"
"S2702_C02_045E","Estimate!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Bachelor's degree or higher"
"S2702_C02_045M","Margin of Error!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Bachelor's degree or higher"
"S2702_C02_046E","Estimate!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C02_046M","Margin of Error!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C02_047E","Estimate!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!In labor force"
"S2702_C02_047M","Margin of Error!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!In labor force"
"S2702_C02_048E","Estimate!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!In labor force!!Employed"
"S2702_C02_048M","Margin of Error!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!In labor force!!Employed"
"S2702_C02_049E","Estimate!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!In labor force!!Unemployed"
"S2702_C02_049M","Margin of Error!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!In labor force!!Unemployed"
"S2702_C02_050E","Estimate!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!Not in labor force"
"S2702_C02_050M","Margin of Error!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over!!Not in labor force"
"S2702_C02_051E","Estimate!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C02_051M","Margin of Error!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C02_052E","Estimate!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years!!Worked full-time, year round in the past 12 months"
"S2702_C02_052M","Margin of Error!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years!!Worked full-time, year round in the past 12 months"
"S2702_C02_053E","Estimate!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years!!Worked less than full-time, year round in the past 12 months"
"S2702_C02_053M","Margin of Error!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years!!Worked less than full-time, year round in the past 12 months"
"S2702_C02_054E","Estimate!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years!!Did not work"
"S2702_C02_054M","Margin of Error!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years!!Did not work"
"S2702_C02_055E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C02_055M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C02_056E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C02_056M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C02_057E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C02_057M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C02_058E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C02_058M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C02_059E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C02_059M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C02_060E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Local government workers"
"S2702_C02_060M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Local government workers"
"S2702_C02_061E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!State government workers"
"S2702_C02_061M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!State government workers"
"S2702_C02_062E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Federal government workers"
"S2702_C02_062M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Federal government workers"
"S2702_C02_063E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C02_063M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C02_064E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C02_064M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C02_065E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C02_065M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C02_066E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Construction"
"S2702_C02_066M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Construction"
"S2702_C02_067E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Manufacturing"
"S2702_C02_067M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Manufacturing"
"S2702_C02_068E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S2702_C02_068M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S2702_C02_069E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Retail trade"
"S2702_C02_069M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Retail trade"
"S2702_C02_070E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C02_070M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C02_071E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Information"
"S2702_C02_071M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Information"
"S2702_C02_072E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C02_072M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C02_073E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C02_073M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C02_074E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C02_074M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C02_075E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C02_075M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C02_076E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S2702_C02_076M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S2702_C02_077E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Public administration"
"S2702_C02_077M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Public administration"
"S2702_C02_078E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C02_078M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C02_079E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Service occupations"
"S2702_C02_079M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Service occupations"
"S2702_C02_080E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S2702_C02_080M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S2702_C02_081E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C02_081M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C02_082E","Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C02_082M","Margin of Error!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C02_083E","Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C02_083M","Margin of Error!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C02_084E","Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$1 to $4,999 or loss"
"S2702_C02_084M","Margin of Error!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$1 to $4,999 or loss"
"S2702_C02_085E","Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$5,000 to $14,999"
"S2702_C02_085M","Margin of Error!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$5,000 to $14,999"
