"GEO_ID","id"
"S2702_C01_103E","Total Civilian Noninstitutionalized Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!150 to 199 percent of the poverty level"
"S2702_C01_103M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!150 to 199 percent of the poverty level"
"S2702_C01_104E","Total Civilian Noninstitutionalized Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!200 to 299 percent of the poverty level"
"S2702_C01_104M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!200 to 299 percent of the poverty level"
"S2702_C01_105E","Total Civilian Noninstitutionalized Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!At or above 300 percent of the poverty level"
"S2702_C01_105M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!At or above 300 percent of the poverty level"
"S2702_C02_001E","Uninsured Population!!Estimate!!Total population"
"S2702_C02_001M","Uninsured Population!!Margin of Error!!Total population"
"S2702_C02_002E","Uninsured Population!!Estimate!!AGE!!Under 18 years"
"S2702_C02_002M","Uninsured Population!!Margin of Error!!AGE!!Under 18 years"
"S2702_C02_003E","Uninsured Population!!Estimate!!AGE!!Under 18 years!!Under 6 years"
"S2702_C02_003M","Uninsured Population!!Margin of Error!!AGE!!Under 18 years!!Under 6 years"
"S2702_C02_004E","Uninsured Population!!Estimate!!AGE!!Under 18 years!!6 to 17 years"
"S2702_C02_004M","Uninsured Population!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years"
"S2702_C02_005E","Uninsured Population!!Estimate!!AGE!!18 to 64 years"
"S2702_C02_005M","Uninsured Population!!Margin of Error!!AGE!!18 to 64 years"
"S2702_C02_006E","Uninsured Population!!Estimate!!AGE!!18 to 64 years!!18 to 24 years"
"S2702_C02_006M","Uninsured Population!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years"
"S2702_C02_007E","Uninsured Population!!Estimate!!AGE!!18 to 64 years!!25 to 34 years"
"S2702_C02_007M","Uninsured Population!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years"
"S2702_C02_008E","Uninsured Population!!Estimate!!AGE!!18 to 64 years!!35 to 44 years"
"S2702_C02_008M","Uninsured Population!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years"
"S2702_C02_009E","Uninsured Population!!Estimate!!AGE!!18 to 64 years!!45 to 54 years"
"S2702_C02_009M","Uninsured Population!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years"
"S2702_C02_010E","Uninsured Population!!Estimate!!AGE!!18 to 64 years!!55 to 64 years"
"S2702_C02_010M","Uninsured Population!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years"
"S2702_C02_011E","Uninsured Population!!Estimate!!AGE!!65 years and older"
"S2702_C02_011M","Uninsured Population!!Margin of Error!!AGE!!65 years and older"
"S2702_C02_012E","Uninsured Population!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2702_C02_012M","Uninsured Population!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2702_C02_013E","Uninsured Population!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2702_C02_013M","Uninsured Population!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2702_C02_014E","Uninsured Population!!Estimate!!Median age (years)"
"S2702_C02_014M","Uninsured Population!!Margin of Error!!Median age (years)"
"S2702_C02_015E","Uninsured Population!!Estimate!!SEX!!Male"
"S2702_C02_015M","Uninsured Population!!Margin of Error!!SEX!!Male"
"S2702_C02_016E","Uninsured Population!!Estimate!!SEX!!Female"
"S2702_C02_016M","Uninsured Population!!Margin of Error!!SEX!!Female"
"S2702_C02_017E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C02_017M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C02_018E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C02_018M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C02_019E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C02_019M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C02_020E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C02_020M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C02_021E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C02_021M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C02_022E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C02_022M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C02_023E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C02_023M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C02_024E","Uninsured Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C02_024M","Uninsured Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C02_025E","Uninsured Population!!Estimate!!Hispanic or Latino (of any race)"
"S2702_C02_025M","Uninsured Population!!Margin of Error!!Hispanic or Latino (of any race)"
"S2702_C02_026E","Uninsured Population!!Estimate!!White alone, not Hispanic or Latino"
"S2702_C02_026M","Uninsured Population!!Margin of Error!!White alone, not Hispanic or Latino"
"S2702_C02_027E","Uninsured Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C02_027M","Uninsured Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C02_028E","Uninsured Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C02_028M","Uninsured Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C02_029E","Uninsured Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C02_029M","Uninsured Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C02_030E","Uninsured Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C02_030M","Uninsured Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C02_031E","Uninsured Population!!Estimate!!DISABILITY STATUS!!With a disability"
"S2702_C02_031M","Uninsured Population!!Margin of Error!!DISABILITY STATUS!!With a disability"
"S2702_C02_032E","Uninsured Population!!Estimate!!DISABILITY STATUS!!No disability"
"S2702_C02_032M","Uninsured Population!!Margin of Error!!DISABILITY STATUS!!No disability"
"S2702_C02_033E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C02_033M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C02_034E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Same house"
"S2702_C02_034M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Same house"
"S2702_C02_035E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S."
"S2702_C02_035M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S."
"S2702_C02_036E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Same county"
"S2702_C02_036M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Same county"
"S2702_C02_037E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county"
"S2702_C02_037M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county"
"S2702_C02_038E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Same state"
"S2702_C02_038M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Same state"
"S2702_C02_039E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Different state"
"S2702_C02_039M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Different state"
"S2702_C02_040E","Uninsured Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Abroad"
"S2702_C02_040M","Uninsured Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Abroad"
"S2702_C02_041E","Uninsured Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C02_041M","Uninsured Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C02_042E","Uninsured Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S2702_C02_042M","Uninsured Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S2702_C02_043E","Uninsured Population!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate, GED, or alternative"
"S2702_C02_043M","Uninsured Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate, GED, or alternative"
"S2702_C02_044E","Uninsured Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S2702_C02_044M","Uninsured Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S2702_C02_045E","Uninsured Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S2702_C02_045M","Uninsured Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S2702_C02_046E","Uninsured Population!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C02_046M","Uninsured Population!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C02_047E","Uninsured Population!!Estimate!!EMPLOYMENT STATUS!!In labor force"
"S2702_C02_047M","Uninsured Population!!Margin of Error!!EMPLOYMENT STATUS!!In labor force"
"S2702_C02_048E","Uninsured Population!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Employed"
"S2702_C02_048M","Uninsured Population!!Margin of Error!!EMPLOYMENT STATUS!!In labor force!!Employed"
"S2702_C02_049E","Uninsured Population!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Unemployed"
"S2702_C02_049M","Uninsured Population!!Margin of Error!!EMPLOYMENT STATUS!!In labor force!!Unemployed"
"S2702_C02_050E","Uninsured Population!!Estimate!!EMPLOYMENT STATUS!!Not in labor force"
"S2702_C02_050M","Uninsured Population!!Margin of Error!!EMPLOYMENT STATUS!!Not in labor force"
"S2702_C02_051E","Uninsured Population!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C02_051M","Uninsured Population!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C02_052E","Uninsured Population!!Estimate!!WORK EXPERIENCE!!Worked full-time, year round in the past 12 months"
"S2702_C02_052M","Uninsured Population!!Margin of Error!!WORK EXPERIENCE!!Worked full-time, year round in the past 12 months"
"S2702_C02_053E","Uninsured Population!!Estimate!!WORK EXPERIENCE!!Worked less than full-time, year round in the past 12 months"
"S2702_C02_053M","Uninsured Population!!Margin of Error!!WORK EXPERIENCE!!Worked less than full-time, year round in the past 12 months"
"S2702_C02_054E","Uninsured Population!!Estimate!!WORK EXPERIENCE!!Did not work"
"S2702_C02_054M","Uninsured Population!!Margin of Error!!WORK EXPERIENCE!!Did not work"
"S2702_C02_055E","Uninsured Population!!Estimate!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C02_055M","Uninsured Population!!Margin of Error!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C02_056E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C02_056M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C02_057E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C02_057M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C02_058E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C02_058M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C02_059E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C02_059M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C02_060E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Local government workers"
"S2702_C02_060M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Local government workers"
"S2702_C02_061E","Uninsured Population!!Estimate!!CLASS OF WORKER!!State government workers"
"S2702_C02_061M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!State government workers"
"S2702_C02_062E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Federal government workers"
"S2702_C02_062M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Federal government workers"
"S2702_C02_063E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C02_063M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C02_064E","Uninsured Population!!Estimate!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C02_064M","Uninsured Population!!Margin of Error!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C02_065E","Uninsured Population!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C02_065M","Uninsured Population!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C02_066E","Uninsured Population!!Estimate!!INDUSTRY!!Construction"
"S2702_C02_066M","Uninsured Population!!Margin of Error!!INDUSTRY!!Construction"
"S2702_C02_067E","Uninsured Population!!Estimate!!INDUSTRY!!Manufacturing"
"S2702_C02_067M","Uninsured Population!!Margin of Error!!INDUSTRY!!Manufacturing"
"S2702_C02_068E","Uninsured Population!!Estimate!!INDUSTRY!!Wholesale trade"
"S2702_C02_068M","Uninsured Population!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S2702_C02_069E","Uninsured Population!!Estimate!!INDUSTRY!!Retail trade"
"S2702_C02_069M","Uninsured Population!!Margin of Error!!INDUSTRY!!Retail trade"
"S2702_C02_070E","Uninsured Population!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C02_070M","Uninsured Population!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C02_071E","Uninsured Population!!Estimate!!INDUSTRY!!Information"
"S2702_C02_071M","Uninsured Population!!Margin of Error!!INDUSTRY!!Information"
"S2702_C02_072E","Uninsured Population!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C02_072M","Uninsured Population!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C02_073E","Uninsured Population!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C02_073M","Uninsured Population!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C02_074E","Uninsured Population!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C02_074M","Uninsured Population!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C02_075E","Uninsured Population!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C02_075M","Uninsured Population!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C02_076E","Uninsured Population!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S2702_C02_076M","Uninsured Population!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S2702_C02_077E","Uninsured Population!!Estimate!!INDUSTRY!!Public administration"
"S2702_C02_077M","Uninsured Population!!Margin of Error!!INDUSTRY!!Public administration"
"S2702_C02_078E","Uninsured Population!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C02_078M","Uninsured Population!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C02_079E","Uninsured Population!!Estimate!!OCCUPATION!!Service occupations"
"S2702_C02_079M","Uninsured Population!!Margin of Error!!OCCUPATION!!Service occupations"
"S2702_C02_080E","Uninsured Population!!Estimate!!OCCUPATION!!Sales and office occupations"
"S2702_C02_080M","Uninsured Population!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S2702_C02_081E","Uninsured Population!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C02_081M","Uninsured Population!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C02_082E","Uninsured Population!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C02_082M","Uninsured Population!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C02_083E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C02_083M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C02_084E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$1 to $4,999 or loss"
"S2702_C02_084M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$1 to $4,999 or loss"
"S2702_C02_085E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$5,000 to $14,999"
"S2702_C02_085M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$5,000 to $14,999"
"S2702_C02_086E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$15,000 to $24,999"
"S2702_C02_086M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$15,000 to $24,999"
"S2702_C02_087E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $34,999"
"S2702_C02_087M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $34,999"
"S2702_C02_088E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$35,000 to $49,999"
"S2702_C02_088M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$35,000 to $49,999"
"S2702_C02_089E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C02_089M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C02_090E","Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 or more"
"S2702_C02_090M","Uninsured Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 or more"
"S2702_C02_091E","Uninsured Population!!Estimate!!Median earnings (dollars)"
"S2702_C02_091M","Uninsured Population!!Margin of Error!!Median earnings (dollars)"
"S2702_C02_092E","Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C02_092M","Uninsured Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C02_093E","Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Under $25,000"
"S2702_C02_093M","Uninsured Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Under $25,000"
"S2702_C02_094E","Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $49,999"
"S2702_C02_094M","Uninsured Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $49,999"
"S2702_C02_095E","Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C02_095M","Uninsured Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C02_096E","Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 to $99,999"
"S2702_C02_096M","Uninsured Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 to $99,999"
"S2702_C02_097E","Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$100,000 and over"
"S2702_C02_097M","Uninsured Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$100,000 and over"
"S2702_C02_098E","Uninsured Population!!Estimate!!Median household income of householders"
"S2702_C02_098M","Uninsured Population!!Margin of Error!!Median household income of householders"
"S2702_C02_099E","Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C02_099M","Uninsured Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C02_100E","Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Below 50 percent of the poverty level"
"S2702_C02_100M","Uninsured Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Below 50 percent of the poverty level"
"S2702_C02_101E","Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!50 to 99 percent of the poverty level"
"S2702_C02_101M","Uninsured Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!50 to 99 percent of the poverty level"
"S2702_C02_102E","Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!100 to 149 percent of the poverty level"
"S2702_C02_102M","Uninsured Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!100 to 149 percent of the poverty level"
"S2702_C02_103E","Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!150 to 199 percent of the poverty level"
"S2702_C02_103M","Uninsured Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!150 to 199 percent of the poverty level"
"S2702_C02_104E","Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!200 to 299 percent of the poverty level"
"S2702_C02_104M","Uninsured Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!200 to 299 percent of the poverty level"
"S2702_C02_105E","Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!At or above 300 percent of the poverty level"
"S2702_C02_105M","Uninsured Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!At or above 300 percent of the poverty level"
