"GEO_ID","id"
"S2702_C02_049M","Total Uninsured!!Margin of Error!!In labor force!!Unemployed"
"S2702_C02_050E","Total Uninsured!!Estimate!!Not in labor force"
"S2702_C02_050M","Total Uninsured!!Margin of Error!!Not in labor force"
"S2702_C02_051E","Total Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C02_051M","Total Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C02_052E","Total Uninsured!!Estimate!!Worked full-time, year round in the past 12 months"
"S2702_C02_052M","Total Uninsured!!Margin of Error!!Worked full-time, year round in the past 12 months"
"S2702_C02_053E","Total Uninsured!!Estimate!!Worked less than full-time, year round in the past 12 months"
"S2702_C02_053M","Total Uninsured!!Margin of Error!!Worked less than full-time, year round in the past 12 months"
"S2702_C02_054E","Total Uninsured!!Estimate!!Did not work"
"S2702_C02_054M","Total Uninsured!!Margin of Error!!Did not work"
"S2702_C02_055E","Total Uninsured!!Estimate!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C02_055M","Total Uninsured!!Margin of Error!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C02_056E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C02_056M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C02_057E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C02_057M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C02_058E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C02_058M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C02_059E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C02_059M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C02_060E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Local government workers"
"S2702_C02_060M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Local government workers"
"S2702_C02_061E","Total Uninsured!!Estimate!!CLASS OF WORKER!!State government workers"
"S2702_C02_061M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!State government workers"
"S2702_C02_062E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Federal government workers"
"S2702_C02_062M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Federal government workers"
"S2702_C02_063E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C02_063M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C02_064E","Total Uninsured!!Estimate!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C02_064M","Total Uninsured!!Margin of Error!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C02_065E","Total Uninsured!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C02_065M","Total Uninsured!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C02_066E","Total Uninsured!!Estimate!!INDUSTRY!!Construction"
"S2702_C02_066M","Total Uninsured!!Margin of Error!!INDUSTRY!!Construction"
"S2702_C02_067E","Total Uninsured!!Estimate!!INDUSTRY!!Manufacturing"
"S2702_C02_067M","Total Uninsured!!Margin of Error!!INDUSTRY!!Manufacturing"
"S2702_C02_068E","Total Uninsured!!Estimate!!INDUSTRY!!Wholesale trade"
"S2702_C02_068M","Total Uninsured!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S2702_C02_069E","Total Uninsured!!Estimate!!INDUSTRY!!Retail trade"
"S2702_C02_069M","Total Uninsured!!Margin of Error!!INDUSTRY!!Retail trade"
"S2702_C02_070E","Total Uninsured!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C02_070M","Total Uninsured!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C02_071E","Total Uninsured!!Estimate!!INDUSTRY!!Information"
"S2702_C02_071M","Total Uninsured!!Margin of Error!!INDUSTRY!!Information"
"S2702_C02_072E","Total Uninsured!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C02_072M","Total Uninsured!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C02_073E","Total Uninsured!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C02_073M","Total Uninsured!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C02_074E","Total Uninsured!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C02_074M","Total Uninsured!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C02_075E","Total Uninsured!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C02_075M","Total Uninsured!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C02_076E","Total Uninsured!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S2702_C02_076M","Total Uninsured!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S2702_C02_077E","Total Uninsured!!Estimate!!INDUSTRY!!Public administration"
"S2702_C02_077M","Total Uninsured!!Margin of Error!!INDUSTRY!!Public administration"
"S2702_C02_078E","Total Uninsured!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C02_078M","Total Uninsured!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C02_079E","Total Uninsured!!Estimate!!OCCUPATION!!Service occupations"
"S2702_C02_079M","Total Uninsured!!Margin of Error!!OCCUPATION!!Service occupations"
"S2702_C02_080E","Total Uninsured!!Estimate!!OCCUPATION!!Sales and office occupations"
"S2702_C02_080M","Total Uninsured!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S2702_C02_081E","Total Uninsured!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C02_081M","Total Uninsured!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C02_082E","Total Uninsured!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C02_082M","Total Uninsured!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C02_083E","Total Uninsured!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C02_083M","Total Uninsured!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C02_084E","Total Uninsured!!Estimate!!$1 to $4,999 or loss"
"S2702_C02_084M","Total Uninsured!!Margin of Error!!$1 to $4,999 or loss"
"S2702_C02_085E","Total Uninsured!!Estimate!!$5,000 to $14,999"
"S2702_C02_085M","Total Uninsured!!Margin of Error!!$5,000 to $14,999"
"S2702_C02_086E","Total Uninsured!!Estimate!!$15,000 to $24,999"
"S2702_C02_086M","Total Uninsured!!Margin of Error!!$15,000 to $24,999"
"S2702_C02_087E","Total Uninsured!!Estimate!!$25,000 to $34,999"
"S2702_C02_087M","Total Uninsured!!Margin of Error!!$25,000 to $34,999"
"S2702_C02_088E","Total Uninsured!!Estimate!!$35,000 to $49,999"
"S2702_C02_088M","Total Uninsured!!Margin of Error!!$35,000 to $49,999"
"S2702_C02_089E","Total Uninsured!!Estimate!!$50,000 to $74,999"
"S2702_C02_089M","Total Uninsured!!Margin of Error!!$50,000 to $74,999"
"S2702_C02_090E","Total Uninsured!!Estimate!!$75,000 or more"
"S2702_C02_090M","Total Uninsured!!Margin of Error!!$75,000 or more"
"S2702_C02_091E","Total Uninsured!!Estimate!!Median earnings (dollars)"
"S2702_C02_091M","Total Uninsured!!Margin of Error!!Median earnings (dollars)"
"S2702_C02_092E","Total Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C02_092M","Total Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C02_093E","Total Uninsured!!Estimate!!Under $25,000"
"S2702_C02_093M","Total Uninsured!!Margin of Error!!Under $25,000"
"S2702_C02_094E","Total Uninsured!!Estimate!!$25,000 to $49,999"
"S2702_C02_094M","Total Uninsured!!Margin of Error!!$25,000 to $49,999"
"S2702_C02_095E","Total Uninsured!!Estimate!!$50,000 to $74,999"
"S2702_C02_095M","Total Uninsured!!Margin of Error!!$50,000 to $74,999"
"S2702_C02_096E","Total Uninsured!!Estimate!!$75,000 to $99,999"
"S2702_C02_096M","Total Uninsured!!Margin of Error!!$75,000 to $99,999"
"S2702_C02_097E","Total Uninsured!!Estimate!!$100,000 and over"
"S2702_C02_097M","Total Uninsured!!Margin of Error!!$100,000 and over"
"S2702_C02_098E","Total Uninsured!!Estimate!!Median household income of householders"
"S2702_C02_098M","Total Uninsured!!Margin of Error!!Median household income of householders"
"S2702_C02_099E","Total Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C02_099M","Total Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C02_100E","Total Uninsured!!Estimate!!Below 50 percent of the poverty level"
"S2702_C02_100M","Total Uninsured!!Margin of Error!!Below 50 percent of the poverty level"
"S2702_C02_101E","Total Uninsured!!Estimate!!50 to 99 percent of the poverty level"
"S2702_C02_101M","Total Uninsured!!Margin of Error!!50 to 99 percent of the poverty level"
"S2702_C02_102E","Total Uninsured!!Estimate!!100 to 149 percent of the poverty level"
"S2702_C02_102M","Total Uninsured!!Margin of Error!!100 to 149 percent of the poverty level"
"S2702_C02_103E","Total Uninsured!!Estimate!!150 to 199 percent of the poverty level"
"S2702_C02_103M","Total Uninsured!!Margin of Error!!150 to 199 percent of the poverty level"
"S2702_C02_104E","Total Uninsured!!Estimate!!200 to 299 percent of the poverty level"
"S2702_C02_104M","Total Uninsured!!Margin of Error!!200 to 299 percent of the poverty level"
"S2702_C02_105E","Total Uninsured!!Estimate!!At or above 300 percent of the poverty level"
"S2702_C02_105M","Total Uninsured!!Margin of Error!!At or above 300 percent of the poverty level"
