Record Date,Security Type Description,Security Class Description,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2005-11-30","Nonmarketable","Government Account Series","68681.00","3364137.00","3432818.00","12","2006","1","2005","4","11","30"
"2005-11-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2006","1","2005","4","11","30"
"2005-11-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","1","2005","4","11","30"
"2005-11-30","Nonmarketable","State and Local Government Series","231467.00","0.00","231467.00","10","2006","1","2005","4","11","30"
"2005-11-30","Marketable","Bills","982960.00","3974.00","986934.00","1","2006","1","2005","4","11","30"
"2005-11-30","Nonmarketable","United States Savings Securities","204579.00","0.00","204579.00","11","2006","1","2005","4","11","30"
"2005-11-30","Total Marketable","_","4166481.00","18782.00","4185263.00","6","2006","1","2005","4","11","30"
"2005-11-30","Total Public Debt Outstanding","_","4709403.00","3382919.00","8092322.00","15","2006","1","2005","4","11","30"
"2005-12-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","1","2005","4","12","31"
"2005-12-31","Marketable","Treasury Inflation-Protected Securities","328567.00","111.00","328678.00","4","2006","1","2005","4","12","31"
"2005-12-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","1","2005","4","12","31"
"2005-12-31","Marketable","Bonds","516425.00","196.00","516621.00","3","2006","1","2005","4","12","31"
"2005-12-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","1","2005","4","12","31"
"2005-12-31","Nonmarketable","State and Local Government Series","235566.00","0.00","235566.00","10","2006","1","2005","4","12","31"
"2005-12-31","Nonmarketable","Other","5368.00","0.00","5368.00","13","2006","1","2005","4","12","31"
"2005-12-31","Nonmarketable","Foreign Series","3786.00","0.00","3786.00","8","2006","1","2005","4","12","31"
"2005-12-31","Total Marketable","_","4165847.00","18112.00","4183959.00","6","2006","1","2005","4","12","31"
"2005-12-31","Nonmarketable","Government Account Series","69097.00","3437480.00","3506577.00","12","2006","1","2005","4","12","31"
"2005-12-31","Total Public Debt Outstanding","_","4714821.00","3455592.00","8170414.00","15","2006","1","2005","4","12","31"
"2005-12-31","Marketable","Notes","2360155.00","638.00","2360793.00","2","2006","1","2005","4","12","31"
"2005-12-31","Nonmarketable","United States Savings Securities","205162.00","0.00","205162.00","11","2006","1","2005","4","12","31"
"2005-12-31","Marketable","Bills","960701.00","3166.00","963867.00","1","2006","1","2005","4","12","31"
"2005-12-31","Total Nonmarketable","_","548975.00","3437480.00","3986454.00","14","2006","1","2005","4","12","31"
"2006-01-31","Total Marketable","_","4176332.00","18500.00","4194832.00","6","2006","2","2006","1","01","31"
"2006-01-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","2","2006","1","01","31"
"2006-01-31","Nonmarketable","United States Savings Securities","205605.00","0.00","205605.00","11","2006","2","2006","1","01","31"
"2006-01-31","Marketable","Treasury Inflation-Protected Securities","346751.00","110.00","346861.00","4","2006","2","2006","1","01","31"
"2006-01-31","Total Nonmarketable","_","548306.00","3452933.00","4001239.00","14","2006","2","2006","1","01","31"
"2006-01-31","Nonmarketable","Foreign Series","3786.00","0.00","3786.00","8","2006","2","2006","1","01","31"
"2006-01-31","Marketable","Bills","952800.00","3450.00","956250.00","1","2006","2","2006","1","01","31"
"2006-01-31","Marketable","Bonds","516418.00","201.00","516619.00","3","2006","2","2006","1","01","31"
"2006-01-31","Total Public Debt Outstanding","_","4724637.00","3471433.00","8196070.00","15","2006","2","2006","1","01","31"
"2006-01-31","Nonmarketable","Other","5201.00","0.00","5201.00","13","2006","2","2006","1","01","31"
"2006-01-31","Marketable","Notes","2360363.00","739.00","2361102.00","2","2006","2","2006","1","01","31"
"2006-01-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","2","2006","1","01","31"
"2006-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","2","2006","1","01","31"
"2006-01-31","Nonmarketable","Government Account Series","70277.00","3452933.00","3523210.00","12","2006","2","2006","1","01","31"
"2006-01-31","Nonmarketable","State and Local Government Series","233441.00","0.00","233441.00","10","2006","2","2006","1","01","31"
"2006-02-28","Nonmarketable","Government Account Series","32414.00","3480671.00","3513085.00","12","2006","2","2006","1","02","28"
"2006-02-28","Nonmarketable","United States Savings Securities","205901.00","0.00","205901.00","11","2006","2","2006","1","02","28"
"2006-02-28","Total Marketable","_","4259473.00","18098.00","4277570.00","6","2006","2","2006","1","02","28"
"2006-02-28","Total Nonmarketable","_","511644.00","3480671.00","3992315.00","14","2006","2","2006","1","02","28"
"2006-02-28","Marketable","Bonds","526498.00","218.00","526716.00","3","2006","2","2006","1","02","28"
"2006-02-28","Total Public Debt Outstanding","_","4771117.00","3498769.00","8269886.00","15","2006","2","2006","1","02","28"
"2006-02-28","Nonmarketable","Other","5203.00","0.00","5203.00","13","2006","2","2006","1","02","28"
"2006-02-28","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","2","2006","1","02","28"
"2006-02-28","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","2","2006","1","02","28"
"2006-02-28","Marketable","Treasury Inflation-Protected Securities","345431.00","120.00","345551.00","4","2006","2","2006","1","02","28"
"2006-02-28","Marketable","Bills","997284.00","2277.00","999561.00","1","2006","2","2006","1","02","28"
"2006-02-28","Nonmarketable","State and Local Government Series","234545.00","0.00","234545.00","10","2006","2","2006","1","02","28"
"2006-02-28","Marketable","Notes","2390260.00","1482.00","2391742.00","2","2006","2","2006","1","02","28"
"2006-02-28","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","2","2006","1","02","28"
"2006-02-28","Nonmarketable","Foreign Series","3586.00","0.00","3586.00","8","2006","2","2006","1","02","28"
"2006-03-31","Marketable","Notes","2408302.00","1445.00","2409747.00","2","2006","2","2006","1","03","31"
"2006-03-31","Total Nonmarketable","_","550830.00","3479926.00","4030757.00","14","2006","2","2006","1","03","31"
"2006-03-31","Nonmarketable","Other","5370.00","0.00","5370.00","13","2006","2","2006","1","03","31"
"2006-03-31","Nonmarketable","Foreign Series","3386.00","0.00","3386.00","8","2006","2","2006","1","03","31"
"2006-03-31","Total Marketable","_","4321654.00","18745.00","4340400.00","6","2006","2","2006","1","03","31"
"2006-03-31","Nonmarketable","United States Savings Securities","205976.00","0.00","205976.00","11","2006","2","2006","1","03","31"
"2006-03-31","Marketable","Bills","1039036.00","3014.00","1042050.00","1","2006","2","2006","1","03","31"
"2006-03-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","2","2006","1","03","31"
"2006-03-31","Marketable","Bonds","526501.00","202.00","526704.00","3","2006","2","2006","1","03","31"
"2006-03-31","Nonmarketable","State and Local Government Series","234844.00","0.00","234844.00","10","2006","2","2006","1","03","31"
"2006-03-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","2","2006","1","03","31"
"2006-03-31","Nonmarketable","Government Account Series","71258.00","3479926.00","3551185.00","12","2006","2","2006","1","03","31"
"2006-03-31","Total Public Debt Outstanding","_","4872485.00","3498672.00","8371156.00","15","2006","2","2006","1","03","31"
"2006-03-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","2","2006","1","03","31"
"2006-03-31","Marketable","Treasury Inflation-Protected Securities","347815.00","84.00","347899.00","4","2006","2","2006","1","03","31"
"2006-04-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","3","2006","2","04","30"
"2006-04-30","Nonmarketable","Government Account Series","72082.00","3517024.00","3589106.00","12","2006","3","2006","2","04","30"
"2006-04-30","Total Marketable","_","4264460.00","18745.00","4283205.00","6","2006","3","2006","2","04","30"
"2006-04-30","Nonmarketable","State and Local Government Series","238663.00","0.00","238663.00","10","2006","3","2006","2","04","30"
"2006-04-30","Total Nonmarketable","_","555489.00","3517024.00","4072513.00","14","2006","3","2006","2","04","30"
"2006-04-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","3","2006","2","04","30"
"2006-04-30","Marketable","Bonds","526510.00","192.00","526702.00","3","2006","3","2006","2","04","30"
"2006-04-30","Marketable","Treasury Inflation-Protected Securities","367573.00","83.00","367656.00","4","2006","3","2006","2","04","30"
"2006-04-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","3","2006","2","04","30"
"2006-04-30","Nonmarketable","United States Savings Securities","206067.00","0.00","206067.00","11","2006","3","2006","2","04","30"
"2006-04-30","Nonmarketable","Foreign Series","3186.00","0.00","3186.00","8","2006","3","2006","2","04","30"
"2006-04-30","Nonmarketable","Other","5494.00","0.00","5494.00","13","2006","3","2006","2","04","30"
"2006-04-30","Marketable","Bills","962168.00","2939.00","965107.00","1","2006","3","2006","2","04","30"
"2006-04-30","Marketable","Notes","2408208.00","1532.00","2409740.00","2","2006","3","2006","2","04","30"
"2006-04-30","Total Public Debt Outstanding","_","4819949.00","3535769.00","8355718.00","15","2006","3","2006","2","04","30"
"2006-05-31","Nonmarketable","State and Local Government Series","239174.00","0.00","239174.00","10","2006","3","2006","2","05","31"
"2006-05-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","3","2006","2","05","31"
"2006-05-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2006","3","2006","2","05","31"
"2006-05-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","3","2006","2","05","31"
"2006-05-31","Marketable","Bonds","522965.00","200.00","523166.00","3","2006","3","2006","2","05","31"
"2006-05-31","Marketable","Treasury Inflation-Protected Securities","369573.00","78.00","369651.00","4","2006","3","2006","2","05","31"
"2006-05-31","Nonmarketable","Other","5478.00","0.00","5478.00","13","2006","3","2006","2","05","31"
"2006-05-31","Nonmarketable","United States Savings Securities","205669.00","0.00","205669.00","11","2006","3","2006","2","05","31"
"2006-05-31","Total Nonmarketable","_","557001.00","3530532.00","4087533.00","14","2006","3","2006","2","05","31"
"2006-05-31","Marketable","Notes","2406354.00","1631.00","2407986.00","2","2006","3","2006","2","05","31"
"2006-05-31","Total Public Debt Outstanding","_","4807517.00","3549260.00","8356777.00","15","2006","3","2006","2","05","31"
"2006-05-31","Total Marketable","_","4250516.00","18728.00","4269244.00","6","2006","3","2006","2","05","31"
"2006-05-31","Marketable","Bills","951623.00","2818.00","954441.00","1","2006","3","2006","2","05","31"
"2006-05-31","Nonmarketable","Government Account Series","73698.00","3530532.00","3604230.00","12","2006","3","2006","2","05","31"
"2006-05-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","3","2006","2","05","31"
"2006-06-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","3","2006","2","06","30"
"2006-06-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2006","3","2006","2","06","30"
"2006-06-30","Nonmarketable","United States Savings Securities","205227.00","0.00","205227.00","11","2006","3","2006","2","06","30"
"2006-06-30","Marketable","Notes","2425710.00","1687.00","2427397.00","2","2006","3","2006","2","06","30"
"2006-06-30","Nonmarketable","State and Local Government Series","242022.00","0.00","242022.00","10","2006","3","2006","2","06","30"
"2006-06-30","Marketable","Treasury Inflation-Protected Securities","372689.00","68.00","372757.00","4","2006","3","2006","2","06","30"
"2006-06-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","3","2006","2","06","30"
"2006-06-30","Total Nonmarketable","_","562078.00","3603947.00","4166024.00","14","2006","3","2006","2","06","30"
"2006-06-30","Total Public Debt Outstanding","_","4797204.00","3622838.00","8420042.00","15","2006","3","2006","2","06","30"
"2006-06-30","Nonmarketable","Government Account Series","76289.00","3603947.00","3680235.00","12","2006","3","2006","2","06","30"
"2006-06-30","Marketable","Bills","913803.00","2903.00","916707.00","1","2006","3","2006","2","06","30"
"2006-06-30","Total Marketable","_","4235126.00","18892.00","4254017.00","6","2006","3","2006","2","06","30"
"2006-06-30","Marketable","Bonds","522924.00","233.00","523157.00","3","2006","3","2006","2","06","30"
"2006-06-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","3","2006","2","06","30"
"2006-06-30","Nonmarketable","Other","5558.00","0.00","5558.00","13","2006","3","2006","2","06","30"
"2006-07-31","Nonmarketable","Government Account Series","77631.00","3605540.00","3683171.00","12","2006","4","2006","3","07","31"
"2006-07-31","Nonmarketable","State and Local Government Series","237425.00","0.00","237425.00","10","2006","4","2006","3","07","31"
"2006-07-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","4","2006","3","07","31"
"2006-07-31","Nonmarketable","United States Savings Securities","204825.00","0.00","204825.00","11","2006","4","2006","3","07","31"
"2006-07-31","Total Nonmarketable","_","558396.00","3605540.00","4163937.00","14","2006","4","2006","3","07","31"
"2006-07-31","Marketable","Notes","2414905.00","1998.00","2416903.00","2","2006","4","2006","3","07","31"
"2006-07-31","Total Marketable","_","4261336.00","19074.00","4280410.00","6","2006","4","2006","3","07","31"
"2006-07-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2006","4","2006","3","07","31"
"2006-07-31","Nonmarketable","Other","5533.00","0.00","5533.00","13","2006","4","2006","3","07","31"
"2006-07-31","Marketable","Bonds","522918.00","237.00","523156.00","3","2006","4","2006","3","07","31"
"2006-07-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","4","2006","3","07","31"
"2006-07-31","Marketable","Bills","929926.00","2768.00","932694.00","1","2006","4","2006","3","07","31"
"2006-07-31","Total Public Debt Outstanding","_","4819732.00","3624614.00","8444347.00","15","2006","4","2006","3","07","31"
"2006-07-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","4","2006","3","07","31"
"2006-07-31","Marketable","Treasury Inflation-Protected Securities","393587.00","71.00","393657.00","4","2006","4","2006","3","07","31"
"2006-08-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","4","2006","3","08","31"
"2006-08-31","Marketable","Bills","959323.00","2990.00","962313.00","1","2006","4","2006","3","08","31"
"2006-08-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","4","2006","3","08","31"
"2006-08-31","Nonmarketable","Government Account Series","78224.00","3610987.00","3689211.00","12","2006","4","2006","3","08","31"
"2006-08-31","Marketable","Bonds","534473.00","238.00","534711.00","3","2006","4","2006","3","08","31"
"2006-08-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2006","4","2006","3","08","31"
"2006-08-31","Nonmarketable","United States Savings Securities","204025.00","0.00","204025.00","11","2006","4","2006","3","08","31"
"2006-08-31","Total Marketable","_","4325311.00","19361.00","4344672.00","6","2006","4","2006","3","08","31"
"2006-08-31","Nonmarketable","Other","5541.00","0.00","5541.00","13","2006","4","2006","3","08","31"
"2006-08-31","Total Nonmarketable","_","559374.00","3610987.00","4170362.00","14","2006","4","2006","3","08","31"
"2006-08-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","4","2006","3","08","31"
"2006-08-31","Total Public Debt Outstanding","_","4884685.00","3630348.00","8515034.00","15","2006","4","2006","3","08","31"
"2006-08-31","Nonmarketable","State and Local Government Series","238603.00","0.00","238603.00","10","2006","4","2006","3","08","31"
"2006-08-31","Marketable","Notes","2437098.00","2065.00","2439163.00","2","2006","4","2006","3","08","31"
"2006-08-31","Marketable","Treasury Inflation-Protected Securities","394417.00","69.00","394485.00","4","2006","4","2006","3","08","31"
"2006-09-30","Nonmarketable","Other","5715.00","0.00","5715.00","13","2006","4","2006","3","09","30"
"2006-09-30","Total Marketable","_","4283804.00","19235.00","4303039.00","6","2006","4","2006","3","09","30"
"2006-09-30","Nonmarketable","Government Account Series","78129.00","3644618.00","3722747.00","12","2006","4","2006","3","09","30"
"2006-09-30","Nonmarketable","United States Savings Securities","203656.00","0.00","203656.00","11","2006","4","2006","3","09","30"
"2006-09-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2006","4","2006","3","09","30"
"2006-09-30","Nonmarketable","State and Local Government Series","238835.00","0.00","238835.00","10","2006","4","2006","3","09","30"
"2006-09-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2006","4","2006","3","09","30"
"2006-09-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2006","4","2006","3","09","30"
"2006-09-30","Marketable","Bonds","534473.00","237.00","534710.00","3","2006","4","2006","3","09","30"
"2006-09-30","Total Nonmarketable","_","559317.00","3644618.00","4203935.00","14","2006","4","2006","3","09","30"
"2006-09-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2006","4","2006","3","09","30"
"2006-09-30","Marketable","Treasury Inflation-Protected Securities","395550.00","89.00","395638.00","4","2006","4","2006","3","09","30"
"2006-09-30","Marketable","Bills","908474.00","3057.00","911531.00","1","2006","4","2006","3","09","30"
"2006-09-30","Marketable","Notes","2445307.00","1853.00","2447160.00","2","2006","4","2006","3","09","30"
"2006-09-30","Total Public Debt Outstanding","_","4843121.00","3663853.00","8506974.00","15","2006","4","2006","3","09","30"
"2006-10-31","Total Public Debt Outstanding","_","4880611.00","3703718.00","8584329.00","15","2007","1","2006","4","10","31"
"2006-10-31","Marketable","Treasury Inflation-Protected Securities","415277.00","82.00","415359.00","4","2007","1","2006","4","10","31"
"2006-10-31","Total Marketable","_","4318562.00","19407.00","4337969.00","6","2007","1","2006","4","10","31"
"2006-10-31","Marketable","Bonds","534472.00","237.00","534709.00","3","2007","1","2006","4","10","31"
"2006-10-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","1","2006","4","10","31"
"2006-10-31","Nonmarketable","United States Savings Securities","203210.00","0.00","203210.00","11","2007","1","2006","4","10","31"
"2006-10-31","Nonmarketable","Other","5695.00","0.00","5695.00","13","2007","1","2006","4","10","31"
"2006-10-31","Total Nonmarketable","_","562049.00","3684311.00","4246360.00","14","2007","1","2006","4","10","31"
"2006-10-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","1","2006","4","10","31"
"2006-10-31","Marketable","Notes","2442789.00","1596.00","2444385.00","2","2007","1","2006","4","10","31"
"2006-10-31","Nonmarketable","State and Local Government Series","241728.00","0.00","241728.00","10","2007","1","2006","4","10","31"
"2006-10-31","Nonmarketable","Government Account Series","78434.00","3684311.00","3762745.00","12","2007","1","2006","4","10","31"
"2006-10-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","1","2006","4","10","31"
"2006-10-31","Marketable","Bills","926025.00","3491.00","929517.00","1","2007","1","2006","4","10","31"
"2006-10-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","1","2006","4","10","31"
"2006-11-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","1","2006","4","11","30"
"2006-11-30","Nonmarketable","State and Local Government Series","247794.00","0.00","247794.00","10","2007","1","2006","4","11","30"
"2006-11-30","Nonmarketable","Other","5697.00","0.00","5697.00","13","2007","1","2006","4","11","30"
"2006-11-30","Marketable","Treasury Inflation-Protected Securities","413309.00","110.00","413418.00","4","2007","1","2006","4","11","30"
"2006-11-30","Marketable","Notes","2432207.00","1655.00","2433862.00","2","2007","1","2006","4","11","30"
"2006-11-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","1","2006","4","11","30"
"2006-11-30","Marketable","Bonds","530439.00","255.00","530694.00","3","2007","1","2006","4","11","30"
"2006-11-30","Total Marketable","_","4361354.00","19657.00","4381011.00","6","2007","1","2006","4","11","30"
"2006-11-30","Total Public Debt Outstanding","_","4929567.00","3703678.00","8633246.00","15","2007","1","2006","4","11","30"
"2006-11-30","Total Nonmarketable","_","568213.00","3684022.00","4252234.00","14","2007","1","2006","4","11","30"
"2006-11-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","1","2006","4","11","30"
"2006-11-30","Nonmarketable","United States Savings Securities","202800.00","0.00","202800.00","11","2007","1","2006","4","11","30"
"2006-11-30","Nonmarketable","Government Account Series","78940.00","3684022.00","3762962.00","12","2007","1","2006","4","11","30"
"2006-11-30","Marketable","Bills","985399.00","3637.00","989036.00","1","2007","1","2006","4","11","30"
"2006-11-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","1","2006","4","11","30"
"2006-12-31","Nonmarketable","United States Savings Securities","202433.00","0.00","202433.00","11","2007","1","2006","4","12","31"
"2006-12-31","Total Public Debt Outstanding","_","4901047.00","3779178.00","8680224.00","15","2007","1","2006","4","12","31"
"2006-12-31","Marketable","Notes","2440466.00","1394.00","2441860.00","2","2007","1","2006","4","12","31"
"2006-12-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","1","2006","4","12","31"
"2006-12-31","Marketable","Treasury Inflation-Protected Securities","411075.00","117.00","411193.00","4","2007","1","2006","4","12","31"
"2006-12-31","Marketable","Bonds","530548.00","134.00","530682.00","3","2007","1","2006","4","12","31"
"2006-12-31","Nonmarketable","Government Account Series","79269.00","3760080.00","3839348.00","12","2007","1","2006","4","12","31"
"2006-12-31","Marketable","Bills","940772.00","3452.00","944224.00","1","2007","1","2006","4","12","31"
"2006-12-31","Total Nonmarketable","_","578186.00","3760080.00","4338266.00","14","2007","1","2006","4","12","31"
"2006-12-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","1","2006","4","12","31"
"2006-12-31","Nonmarketable","Other","5869.00","0.00","5869.00","13","2007","1","2006","4","12","31"
"2006-12-31","Total Marketable","_","4322860.00","19098.00","4341958.00","6","2007","1","2006","4","12","31"
"2006-12-31","Nonmarketable","State and Local Government Series","257634.00","0.00","257634.00","10","2007","1","2006","4","12","31"
"2006-12-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","1","2006","4","12","31"
"2006-12-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","1","2006","4","12","31"
"2007-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","2","2007","1","01","31"
"2007-01-31","Nonmarketable","Other","5858.00","0.00","5858.00","13","2007","2","2007","1","01","31"
"2007-01-31","Total Nonmarketable","_","585809.00","3774311.00","4360119.00","14","2007","2","2007","1","01","31"
"2007-01-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","2","2007","1","01","31"
"2007-01-31","Marketable","Bills","928217.00","3858.00","932075.00","1","2007","2","2007","1","01","31"
"2007-01-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","2","2007","1","01","31"
"2007-01-31","Nonmarketable","United States Savings Securities","201358.00","0.00","201358.00","11","2007","2","2007","1","01","31"
"2007-01-31","Marketable","Bonds","530550.00","126.00","530676.00","3","2007","2","2007","1","01","31"
"2007-01-31","Total Public Debt Outstanding","_","4913961.00","3793600.00","8707561.00","15","2007","2","2007","1","01","31"
"2007-01-31","Marketable","Treasury Inflation-Protected Securities","410832.00","119.00","410951.00","4","2007","2","2007","1","01","31"
"2007-01-31","Marketable","Notes","2458553.00","1187.00","2459740.00","2","2007","2","2007","1","01","31"
"2007-01-31","Nonmarketable","Government Account Series","79491.00","3774311.00","3853802.00","12","2007","2","2007","1","01","31"
"2007-01-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","2","2007","1","01","31"
"2007-01-31","Nonmarketable","State and Local Government Series","266119.00","0.00","266119.00","10","2007","2","2007","1","01","31"
"2007-01-31","Total Marketable","_","4328152.00","19290.00","4347442.00","6","2007","2","2007","1","01","31"
"2007-02-28","Nonmarketable","Other","5865.00","0.00","5865.00","13","2007","2","2007","1","02","28"
"2007-02-28","Marketable","Bonds","540363.00","134.00","540497.00","3","2007","2","2007","1","02","28"
"2007-02-28","Total Nonmarketable","_","590354.00","3779196.00","4369550.00","14","2007","2","2007","1","02","28"
"2007-02-28","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","2","2007","1","02","28"
"2007-02-28","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","2","2007","1","02","28"
"2007-02-28","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","2","2007","1","02","28"
"2007-02-28","Nonmarketable","Government Account Series","80161.00","3779196.00","3859356.00","12","2007","2","2007","1","02","28"
"2007-02-28","Nonmarketable","State and Local Government Series","270456.00","0.00","270456.00","10","2007","2","2007","1","02","28"
"2007-02-28","Total Public Debt Outstanding","_","4979111.00","3799000.00","8778111.00","15","2007","2","2007","1","02","28"
"2007-02-28","Total Marketable","_","4388757.00","19804.00","4408561.00","6","2007","2","2007","1","02","28"
"2007-02-28","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","2","2007","1","02","28"
"2007-02-28","Marketable","Treasury Inflation-Protected Securities","411343.00","142.00","411485.00","4","2007","2","2007","1","02","28"
"2007-02-28","Nonmarketable","United States Savings Securities","200891.00","0.00","200891.00","11","2007","2","2007","1","02","28"
"2007-02-28","Marketable","Bills","977623.00","4466.00","982089.00","1","2007","2","2007","1","02","28"
"2007-02-28","Marketable","Notes","2459428.00","1063.00","2460491.00","2","2007","2","2007","1","02","28"
"2007-03-31","Nonmarketable","Foreign Series","3486.00","0.00","3486.00","8","2007","2","2007","1","03","31"
"2007-03-31","Total Marketable","_","4449390.00","19397.00","4468787.00","6","2007","2","2007","1","03","31"
"2007-03-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","2","2007","1","03","31"
"2007-03-31","Marketable","Bonds","540372.00","123.00","540495.00","3","2007","2","2007","1","03","31"
"2007-03-31","Total Public Debt Outstanding","_","5053940.00","3795725.00","8849665.00","15","2007","2","2007","1","03","31"
"2007-03-31","Nonmarketable","Government Account Series","82920.00","3776328.00","3859248.00","12","2007","2","2007","1","03","31"
"2007-03-31","Marketable","Notes","2467393.00","1097.00","2468490.00","2","2007","2","2007","1","03","31"
"2007-03-31","Nonmarketable","Other","5886.00","0.00","5886.00","13","2007","2","2007","1","03","31"
"2007-03-31","Nonmarketable","State and Local Government Series","281928.00","0.00","281928.00","10","2007","2","2007","1","03","31"
"2007-03-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","2","2007","1","03","31"
"2007-03-31","Marketable","Treasury Inflation-Protected Securities","412515.00","190.00","412706.00","4","2007","2","2007","1","03","31"
"2007-03-31","Nonmarketable","United States Savings Securities","200335.00","0.00","200335.00","11","2007","2","2007","1","03","31"
"2007-03-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","2","2007","1","03","31"
"2007-03-31","Total Nonmarketable","_","604550.00","3776328.00","4380878.00","14","2007","2","2007","1","03","31"
"2007-03-31","Marketable","Bills","1029109.00","3987.00","1033096.00","1","2007","2","2007","1","03","31"
"2007-04-30","Nonmarketable","Foreign Series","3486.00","0.00","3486.00","8","2007","3","2007","2","04","30"
"2007-04-30","Nonmarketable","State and Local Government Series","291250.00","0.00","291250.00","10","2007","3","2007","2","04","30"
"2007-04-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","3","2007","2","04","30"
"2007-04-30","Marketable","Bonds","540398.00","96.00","540494.00","3","2007","3","2007","2","04","30"
"2007-04-30","Marketable","Treasury Inflation-Protected Securities","430931.00","153.00","431084.00","4","2007","3","2007","2","04","30"
"2007-04-30","Marketable","Bills","940888.00","3198.00","944087.00","1","2007","3","2007","2","04","30"
"2007-04-30","Nonmarketable","Government Account Series","82624.00","3814673.00","3897297.00","12","2007","3","2007","2","04","30"
"2007-04-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","3","2007","2","04","30"
"2007-04-30","Nonmarketable","United States Savings Securities","199784.00","0.00","199784.00","11","2007","3","2007","2","04","30"
