"COU","Country","INCOMEAW","Income as a percentage of the average wage","AVGRATES","Average tax rates and wedges","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,29.119889,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,28.077575,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,28.170787,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,29.763172,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,30.858078,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,32.601063,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,33.037422,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,33.847384,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,34.02648,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,33.226567,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,32.662337,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,32.578389,,
"IRL","Ireland","100","100","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,32.699693,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,39.979373,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,36.686813,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,34.975402,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,35.632589,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,36.021433,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,35.55737,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,34.711878,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,33.716563,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,33.771482,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,35.986295,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,37.035809,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,38.570361,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,38.898451,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,39.507444,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,39.642103,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,38.816628,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,38.056341,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,37.881203,,
"IRL","Ireland","133","133","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,37.926759,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,42.246333,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,39.474561,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,37.997298,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,38.5154,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,38.820723,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,38.449556,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,37.775378,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,36.796545,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,36.837337,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,39.722614,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,40.720936,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,42.253107,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,42.5144,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,42.999407,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,43.10665,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,42.302636,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,41.524349,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,41.364544,,
"IRL","Ireland","167","167","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,41.454448,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,43.615998,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,43.219952,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,43.133951,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,41.950362,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,42.227679,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,42.540114,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,42.770758,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,42.885873,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,43.299777,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,43.514773,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,44.013711,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,44.521041,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,44.705274,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,44.874872,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,41.906962,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,40.809429,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,40.751394,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,40.678573,,
"ITA","Italy","67","67","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,40.919311,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,47.080116,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,46.573693,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,46.550047,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,45.973631,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,46.283141,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,45.904517,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,46.054402,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,46.388348,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,46.645578,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,46.791249,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,47.175866,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,47.596501,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,47.722719,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,47.838911,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,47.780933,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,47.828028,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,47.764797,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,47.676882,,
"ITA","Italy","100","100","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,47.876701,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,49.455482,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,48.798529,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,48.742973,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,48.642453,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,48.883339,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,48.150456,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,48.524041,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,48.931077,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,49.402811,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,49.647845,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,50.187771,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,50.724814,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,50.934787,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,51.128081,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,51.400075,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,51.877659,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,51.829544,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,51.556531,,
"ITA","Italy","133","133","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,51.74409,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,51.146509,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,50.562194,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,50.575703,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,50.729185,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,50.946171,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,50.666247,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,50.910516,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,51.440177,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,51.824815,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,52.015905,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,52.49636,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,52.98606,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,53.150565,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,53.300179,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,53.639007,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,54.159915,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,54.111035,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,53.82238,,
"ITA","Italy","167","167","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,53.974125,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,28.660178,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,28.679157,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,29.041546,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,26.135891,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,26.109255,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,26.489608,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,27.45015,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,27.805584,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,27.967789,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,27.773704,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,28.897646,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,29.513794,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,29.912642,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,30.24738,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,30.569556,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,30.85108,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,30.974626,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,31.045878,,
"JPN","Japan","67","67","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,31.150488,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,29.836575,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,29.883094,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,30.198663,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,27.355795,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,27.338675,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,27.734618,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,28.78548,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,29.312332,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,29.465224,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,29.182996,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,30.227255,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,30.848741,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,31.274649,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,31.575901,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,31.960026,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,32.293991,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,32.442855,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,32.515095,,
"JPN","Japan","100","100","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,32.639688,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,31.054759,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,31.166147,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,31.380083,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,28.6465,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,28.643026,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,29.065909,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,30.199424,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,30.918959,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,31.053437,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,30.621232,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,31.531035,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,32.155647,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,32.620161,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,32.863339,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,33.35698,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,33.828651,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,34.043641,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,34.120384,,
"JPN","Japan","133","133","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,34.297394,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,31.575947,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,32.033076,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,31.924433,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,30.043183,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,30.015059,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,30.324679,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,31.570146,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,32.389136,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,32.517077,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,32.337813,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,33.31642,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,33.834443,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,34.150827,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,34.524956,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,34.742087,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,34.93603,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,35.001999,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,35.042268,,
"JPN","Japan","167","167","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,35.116116,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,15.037894,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,15.087072,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,14.858242,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,15.099714,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,15.50899,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,15.659325,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,16.03581,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,16.820766,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,17.370662,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,16.907649,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,17.356486,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,17.768512,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,18.01636,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,18.3942,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,18.46234,,
"KOR","Korea","67","67","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,18.733968,,
